
 exp_p = 0.732520, time = 1.335626, life_exp = 578.824080, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.730460, time = 1.310973, life_exp = 578.412480, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.731280, time = 1.333112, life_exp = 577.933660, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.731600, time = 1.390421, life_exp = 575.715720, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.729210, time = 1.289733, life_exp = 578.608720, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.728470, time = 1.315929, life_exp = 577.646180, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.734190, time = 1.338901, life_exp = 580.516720, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.730060, time = 1.338844, life_exp = 580.897860, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.733820, time = 1.343233, life_exp = 576.315360, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.731060, time = 1.329042, life_exp = 578.463080, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.729090, time = 1.350029, life_exp = 580.693080, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.730950, time = 1.341978, life_exp = 577.883300, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.730890, time = 1.366305, life_exp = 576.439640, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.731280, time = 1.400227, life_exp = 577.287880, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.731610, time = 1.352390, life_exp = 579.966520, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.729960, time = 1.309995, life_exp = 578.908220, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.731130, time = 1.320465, life_exp = 577.062040, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.730590, time = 1.322899, life_exp = 577.546720, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.731650, time = 1.409756, life_exp = 577.155820, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.732630, time = 1.423074, life_exp = 578.829300, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.731190, time = 1.401244, life_exp = 575.897160, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.734280, time = 1.410377, life_exp = 576.741140, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.730090, time = 1.541507, life_exp = 578.638920, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.729120, time = 1.361543, life_exp = 579.703520, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.729470, time = 1.490526, life_exp = 576.142980, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.730720, time = 1.469960, life_exp = 579.097500, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.731810, time = 1.349023, life_exp = 577.967360, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.731260, time = 1.339183, life_exp = 578.747740, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.730440, time = 1.334196, life_exp = 576.138960, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.731070, time = 1.320503, life_exp = 578.881680, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.729590, time = 1.341591, life_exp = 578.696340, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.729850, time = 1.337291, life_exp = 575.078720, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.729680, time = 1.334699, life_exp = 579.920620, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.731130, time = 1.340554, life_exp = 576.297940, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.728510, time = 1.376166, life_exp = 576.248840, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.730370, time = 1.293811, life_exp = 577.444820, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.731340, time = 1.308344, life_exp = 575.678160, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.729480, time = 1.348468, life_exp = 578.383100, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.731710, time = 1.291813, life_exp = 574.785520, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 8

 exp_p = 0.729620, time = 1.351137, life_exp = 577.798900, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.732910, time = 1.304737, life_exp = 574.898100, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.729240, time = 1.355527, life_exp = 577.046800, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16

 exp_p = 0.730920, time = 1.316405, life_exp = 577.357580, a = 0, b = 50, x = 25, N = 100000, p = 0.510000, P = 16
